article_id	title	main_topic	author	related_topics
848	Using Checklists to Organize Software Development Processes	Culture & Methods	Zakhar Yung Shane Hastie	Culture & Methods|Process Adoption|Agile|Process|Adoption|Complementary Practices
849	Async Streams in C# 8	Development	Bassam Alugili Jeff Martin	Development|Asynchronous Programming|C# 8|.NET|Microsoft
850	Adopting Continuous Delivery at teamplay, Siemens Healthineers	Culture & Methods	Dave Farley Vladyslav Ukis Ben Linders	Development|Culture & Methods|Software Craftsmanship|IT Service Management|Continuous Delivery|Behavior Driven Development|Automated Deployment|Agile Techniques|Acceptance Testing|Agile in the Enterprise|Agile|Quality|Adopting Agile|Stories & Case Studies|TDD|Testing|Pair Programming|Cloud Computing
851	Refactoring to a Deeper Model	Architecture & Design	Paul Rayner Thomas Betts	Development|Architecture & Design|Refactoring|Domain Driven Design|MDA|Architecture|Patterns and Practices|Patterns|Agile|Pair Programming|Design|Domain Modeling
852	The Best CLI Is the One You Don’t Have to Install	DevOps	Burke Holland Richard Seroter	Development|DevOps|Microsoft Azure|Automation|Cloud
853	Microservices in a Post-Kubernetes Era	DevOps	Bilgin Ibryam Daniel Bryant	Development|Architecture & Design|DevOps|Performance|Containers|Service Mesh|Architecture|Microservices|Monitoring|Docker|Cloud Computing|Observability|Kubernetes|application performance management
854	Four Ways to Take Charge in Your First Agile Project	Culture & Methods	Manish Dudharejia Shane Hastie	Culture & Methods|Agile in the Enterprise|Agile|Scrum|Adopting Agile|Project Management
855	The State of Java Serialization	Development	Erik Costlow Ben Evans	Development|Architecture & Design|DevOps|serialization|Java 9 Modules|Java9|Java
856	DDD With TLC	Architecture & Design	Julie Lerman Thomas Betts	Development|Architecture & Design|Culture & Methods|Domain Driven Design|Coaching and Mentoring|Teamwork|Agile|Project Management|Consulting
857	Q&A on the Book Adaptive Space	Culture & Methods	Ben Linders Michael Arena	Culture & Methods|Leadership|Business Agility|Entrepreneurship|Social Networking|InfoQ|Agile|Innovation|Book Review
858	A Critique of Resizable Hash Tables: Riak Core & Random Slicing	Architecture & Design	Scott Lystig Fritchie Charles Humble	Architecture & Design|Event Stream Processing|NoSQL|Dynamo DB|Database|Event Driven Architecture|Architecture|Distributed Document Oriented Database|Pony|Streaming|Riak|Key-Value Store|Functional Programming
859	Build a MySQL Spring Boot App Running on WildFly on an Azure VM	Development	Brian Benz Ben Evans	Development|Architecture & Design|DevOps|Azure|Spring Boot|Spring|Pivotal|Java|Microsoft|Microservices|Web Development|JBoss|Application Servers|Microservice Frameworks|PaaS|Web Servers|.NET|Architecture|RedHat|Cloud Computing|JBoss WildFly
860	The Future-Ready Organization: An Interview with Agile Manifesto Co-Author Arie Van Bennekum	Culture & Methods	Shaaron A Alvares Shane Hastie	Agile Conferences|Agile Culture|Agile in the Enterprise|Culture & Methods|Agile|Adopting Agile|Mindset
861	The State of DevOps in Banking – Report from DOES London 2018	DevOps	Helen Beal Daniel Bryant	DevOps|Banking|Continuous Deployment|IT Service Management|Continuous Delivery|Automated Deployment|Agile Techniques|Continuous Integration|Agile|Cloud Computing
862	The Argument for WCF Hosting in .NET Core	Development	Jonathan Allen	Development|Architecture & Design|SOA|Web API|Enterprise Architecture|SOAP|Microsoft|Messaging|API|REST|.NET Core|Web Services|.NET|Architecture|WCF
863	How to Choose a Stream Processor for Your App	AI, ML & Data Engineering	Miyuru Dayarathna Srinath Perera Srini Penchikala	Development|Architecture & Design|AI, ML & Data Engineering|Event Stream Processing|Data Analysis|Database|Event Driven Architecture|Architecture|Big Data|Infrastructure|Streaming|Data Analytics
864	Testing Programmable Infrastructure - a Year On	DevOps	Matt Long Richard Seroter	Development|DevOps|Software Craftsmanship|IaaS|Automated testing|Agile|Quality|Automation|Cloud Computing|Cloud
865	Microservices from a Startup Perspective	Culture & Methods	Susanne Kaiser Ben Linders	Architecture & Design|Culture & Methods|QCon London 2018|Architecture|Agile|Microservices|Startup|Complex Systems|QCon|Stories & Case Studies
866	Deep Dive into JUnit 5 Extension Model	Development	Uday Tatiraju Ben Evans	Development|Architecture & Design|Testing|JUnit|Unit Testing|Java
867	How the Boston Children’s Hospital Is Innovating on Top of an Open Cloud	DevOps	Jennifer Riggins Richard Seroter	Architecture & Design|DevOps|Containers|Deployment|Infrastructure|Private Cloud|OpenStack|Cloud Computing|Kubernetes|Cloud
868	Increasing Security with a Service Mesh: Christian Posta Explores the Capabilities of Istio	DevOps	Christian Posta Daniel Bryant	Development|Architecture & Design|DevOps|Service Mesh|Security|Istio|Architecture|Network Security|Microservices|Application Security
869	Q&A on the Book Agile Methods for Safety-Critical Systems	Culture & Methods	Nancy Van Schooenderwoert Brian Shoemaker Ben Linders	Culture & Methods|Software Craftsmanship|Safety|Testing|Agile in the Enterprise|InfoQ|Agile|Quality|Story Mapping|Innovation|Adopting Agile|Book Review
870	Analyzing and Preventing Unconscious Bias in Machine Learning	AI, ML & Data Engineering	Srini Penchikala	AI, ML & Data Engineering|Database|InfoQ|Big Data|Infrastructure|Algorithms|Machine Learning|Presentations
871	The Ethics of Security	Architecture & Design	Anne Currie Charles Humble	Architecture & Design|Ethics|Security|Application Security
872	How to Achieve Collaboration as a Key Driver for Continuous Testing	Culture & Methods	Alexander Mohr Shane Hastie	Culture & Methods|Testing|Teamwork|Team Collaboration|Acceptance Testing|Collaboration|Distributed Team|Automated testing|Agile|Automation
873	Serverless Still Requires Infrastructure Management	DevOps	Rafal Gancarz Manuel Pais	DevOps|Infrastructure as Code|Infrastructure|Serverless|Cloud Computing|Cloud
874	Envoy Service Mesh Case Study: Mitigating Cascading Failure at Lyft	DevOps	Jose Nino Daniel Hochman Daniel Bryant	Development|Architecture & Design|DevOps|Envoy|Service Mesh|Architecture|Microservices
875	The Cloud Native QA	DevOps	Greg Simons Richard Seroter	Development|Architecture & Design|Culture & Methods|DevOps|Software Craftsmanship|Testing|Delivering Quality|Agile|Quality|Cloud-Native|Cloud Computing|Cloud
876	Q&A on the Book Enterprise Agility	Culture & Methods	Ben Linders Sunil Mundra	Culture & Methods|Leadership|Business Agility|Agile in the Enterprise|InfoQ|Agile|Adopting Agile|Book Review|Change
877	Evaluating Hyperledger Composer	Development	Glenn Engstrand Thomas Betts	Development|Architecture & Design|Adaptive Leadership|Leadership|ThoughtWorks|Blockchain|Architecture Evaluation|Hyperledger|Architecture|Agile|Project Management|Emerging Technologies
878	Agile: Reflective Practice and Application	Architecture & Design	John Yorke Shane Hastie	Architecture & Design|Culture & Methods|Assessment|Continuous Improvement|Agile in the Enterprise|Agile|Adopting Agile|Retrospectives
879	Q&A on the Book "Microservices, a Practical Guide, Principles, Concepts, and Recipes"	Architecture & Design	Eberhard Wolff Rui Miguel Ferreira	Development|Architecture & Design|Culture & Methods|DevOps|Microservice Frameworks|Architecture|InfoQ|Microservices|Book Review
880	PSD2: Blessing or Curse for Banks?	Architecture & Design	Pieter De Rycke Daniel Bryant	Development|Architecture & Design|Banking|API Strategy&Practice|Architecture|Open Banking|API
881	Key Takeaway Points and Lessons Learned from QCon New York 2018	Development	Abel Avram	Development|Architecture & Design|Culture & Methods|DevOps|AI, ML & Data Engineering|QCon New York 2018|QCon
882	Improving Testability of Java Microservices with Container Orchestration and a Service Mesh	Development	Sebastian Daschner Daniel Bryant	Development|Architecture & Design|Containers|Testing|Service Mesh|Istio|Architecture|Java|Automated testing|Microservices|Automation|Cloud Computing|Kubernetes
883	How Contract Tests Improve the Quality of Your Distributed Systems	DevOps	Marcin Grzejszczak Richard Seroter	Development|Architecture & Design|Culture & Methods|DevOps|TDD|Integration Testing|Testing|Distributed Systems|Architecture|Automated testing|Automation|Cloud|Test Design
884	Agnostic Agile: The Key to a Successful Lean Agile Transformation	Culture & Methods	Tim Guay Shane Hastie	Culture & Methods|Agile in the Enterprise|Agile|Scrum|Adopting Agile
885	Understanding Software System Behaviour with ML and Time Series Data	AI, ML & Data Engineering	Roland Meertens	Development|AI, ML & Data Engineering|Time Series Data|Machine Learning
886	C# 8 Ranges and Recursive Patterns	Development	Bassam Alugili Jeff Martin	Development|C# 8|.NET|Microsoft
887	Packaging Applications for Docker and Kubernetes: Metaparticle vs Pulumi vs Ballerina	DevOps	Lakmal Warusawithana Daniel Bryant	Development|DevOps|Containers|Architecture|Microservices|Docker|Cloud Computing|Kubernetes
888	Coaching Technical Practices	Culture & Methods	Pedro Santos Shane Hastie	Development|Culture & Methods|Coaching|Refactoring|TDD|Coaching and Mentoring|Testing|Architecture|Agile|Pair Programming|Design|ATDD
889	Measuring Tech Performance: You’re Probably Doing It Wrong	Culture & Methods	Dr Nicole Forsgren PhD Shane Hastie	Culture & Methods|DevOps|Value & Metrics|Teamwork|Agile|Productivity|Metrics
890	The Rewards and Challenges of Predictive Maintenance	Development	Yuval Lavi Sergio De Simone	Development|Artificial Intelligence|Mobile|IOT
891	Q&A on the Book Testing in the Digital Age	Culture & Methods	Ben Linders Tom van de Ven	Culture & Methods|Database|Enterprise Architecture|Security|InfoQ|Big Data|Book Review|Business/IT Alignment|Testing|Robotics|Artificial Intelligence|Architecture|Infrastructure|Digital Transformation|Privacy
892	Building an API Gateway with the Ballerina Programming Language	Architecture & Design	Nuwan Dias Daniel Bryant	Development|Architecture & Design|DevOps|Containers|Architecture|Microservices|Docker|API|Cloud Computing|Kubernetes
893	Getting to Know Graal, the New Java JIT Compiler	Development	Ben Evans Victor Grazi	Development|Architecture & Design|Runtimes|JVMTI|Java Bytecode|JIT|Java|JVM|Virtual Machines
894	Cats, Qubits, and Teleportation: The Spooky World of Quantum Computation Applications (Part 3)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Emerging Technologies
895	Peer Reviews Either Sandbag or Propel Agile Development	Culture & Methods	Patrick Londa Shane Hastie	Development|Culture & Methods|Testing|Code Reviews|Software Testing
896	Your Roadmap to an Open Mobile Application Development Strategy	Development	Olivier Picciotto Sergio De Simone	Development|Android|Open Source|Mobile|Operating Systems|iOS|Cross Platform
897	How to Adopt a New Technology: Advice from Buoyant on Utilising a Service Mesh	DevOps	Thomas Rampelberg Daniel Bryant	Development|Architecture & Design|DevOps|Service Mesh|Architecture|Microservices|Linkerd
898	Q&A on the Book Fluid	Culture & Methods	Najeeb Khan Ben Linders	Culture & Methods|Leadership|Culture|InfoQ|Agile|Culture Change|Innovation|Book Review|Holacracy|Change
899	Cats, Qubits, and Teleportation: The Spooky World of Quantum Algorithms (Part 2)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Artificial Intelligence|Algorithms|Emerging Technologies
900	Q&A on the Book The Professional Product Owner	Culture & Methods	Don McGreal Ralph Jocham Ben Linders	Culture & Methods|Product Owner|Entrepreneurship|Agile Techniques|InfoQ|Agile|Scrum|Release Management|Book Review|Nexus Framework|Project Management|Planning|Product Management
901	Data Citizens: Why We All Care about Data Ethics	AI, ML & Data Engineering	Caitlin McDonald Charles Humble	Architecture & Design|AI, ML & Data Engineering|Ethics
902	People Re-Engineering How To’s: Leadership Enablement	Culture & Methods	Medhat Sabry Shane Hastie	Culture & Methods|Leadership|Business/IT Alignment|Enterprise Architecture|Architecture|Agile|Digital Transformation|Digital Focus
903	2018 State of Testing Report	Culture & Methods	Lalit Bhamare Ben Linders Joel Montvelisky	Culture & Methods|Technology Trends|Agile|Test Automation|IT Compensation Trends|Testing|Social Skills|Teamwork|Assessment|Continuous Improvement|Collaboration|Survey|Automation|Retrospectives
904	Cats, Qubits, and Teleportation: The Spooky World of Quantum Computation (Part One)	Development	Holly Cummins Daniel Bryant	Development|Architecture & Design|Quantum Computing|Emerging Technologies
905	Service Mesh: Promise or Peril?	DevOps	Richard Li Daniel Bryant	Development|Architecture & Design|DevOps|Fault Tolerance|Networking|Service Mesh|Architecture|Infrastructure|Microservices
906	Three Things to NOT Do with Your Software Development Projects	Culture & Methods	Lawrence Putnam Jr Shane Hastie	Culture & Methods|Estimating|Agile|Onboarding New People|Project Management|Planning
907	App Architecture, iOS Application Design Patterns in Swift Review and Author Q&A	Development	Matt Gallagher Chris Eidhof Florian Kugler Sergio De Simone	Development|Swift|Architecture|Mobile|InfoQ|Operating Systems|iOS|Book Review
908	The C4 Model for Software Architecture	Architecture & Design	Simon Brown Thomas Betts	Development|Architecture & Design|Culture & Methods|UML|Communication|Architecture Documentation|Modeling|Architecture|Distributed Team|Agile|Diagramming
909	Q&A on the Book The Pragmatist's Guide to Corporate Lean Strategy	Culture & Methods	Michael Nir Ben Linders	Culture & Methods|Lean Startup|Agile in the Enterprise|MVP|InfoQ|Agile|Scrum|Pivot|Adopting Agile|Book Review|Lean Enterprise|Product Management
910	The SOA Journey: from Understanding Business to Agile Architecture	Architecture & Design	Vadim Samokhin Daniel Bryant	Development|Architecture & Design|Domain Driven Design|SOA|Enterprise Architecture|Architecture|Microservices|Business Process Modeling|Business Process Management
911	How BuzzFeed Migrated from a Perl Monolith to Go and Python Microservices	Architecture & Design	Charles Humble	Architecture & Design|Google Go|NGINX|Architecture|Microservices|Dynamic Languages|Python
912	Can People Trust the Automated Decisions Made by Algorithms?	AI, ML & Data Engineering	Michael Veale Andrew Burt Rebecca Wiliams Michael Stiefel	Development|Architecture & Design|AI, ML & Data Engineering|Legal Matters|Culture|Enterprise Architecture|Virtual Panel|Artificial Intelligence|Architecture|Machine Learning
913	Retrospectives are Weak - Here is How to Make Them Stronger	Culture & Methods	Michael de la Maza Bob Griffiths Shane Hastie	Culture & Methods|Assessment|Continuous Improvement|Agile|Retrospectives
